url_path,views_total,views_unique
/deKCD/Training-Materials,68,5
/deKCD/Training-Materials/pulls,49,2
/deKCD/Training-Materials/branches,28,1
/deKCD/Training-Materials/issues,22,2
/deKCD/Training-Materials/pull/42,19,2
/deKCD/Training-Materials/branches/yours,11,1
/deKCD/Training-Materials/actions,10,2
/deKCD/Training-Materials/pull/38,10,2
/deKCD/Training-Materials/pull/45,9,1
/deKCD/Training-Materials/pull/15,8,2
