url_path,views_total,views_unique
/deKCD/Training-Materials,56,5
/deKCD/Training-Materials/pulls,49,2
/deKCD/Training-Materials/branches,28,1
/deKCD/Training-Materials/issues,20,2
/deKCD/Training-Materials/pull/42,19,2
/deKCD/Training-Materials/branches/yours,11,1
/deKCD/Training-Materials/pull/38,10,2
/deKCD/Training-Materials/actions,9,1
/deKCD/Training-Materials/pull/45,9,1
/deKCD/Training-Materials/pull/15,8,2
