url_path,views_total,views_unique
/deKCD/Training-Materials,78,6
/deKCD/Training-Materials/pulls,39,3
/deKCD/Training-Materials/branches,30,1
/deKCD/Training-Materials/issues,19,2
/deKCD/Training-Materials/pull/42,15,2
/deKCD/Training-Materials/tree/github-repo-stats,12,2
/deKCD/Training-Materials/actions,11,2
/deKCD/Training-Materials/tree/github-repo-stats/deKCD/Training-Materials,11,2
/deKCD/Training-Materials/branches/yours,11,1
/deKCD/Training-Materials/pull/45,9,1
