url_path,views_total,views_unique
/deKCD/Training-Materials,83,5
/deKCD/Training-Materials/pulls,48,2
/deKCD/Training-Materials/branches,30,1
/deKCD/Training-Materials/issues,24,2
/deKCD/Training-Materials/pull/42,17,2
/deKCD/Training-Materials/tree/github-repo-stats,12,2
/deKCD/Training-Materials/actions,11,2
/deKCD/Training-Materials/tree/github-repo-stats/deKCD/Training-Materials,11,2
/deKCD/Training-Materials/branches/yours,11,1
/deKCD/Training-Materials/pull/38,10,2
